id,fingerprint,brand_name,product_name,quantity,category
271,"amul|amul curd|1pack",amul,amul curd,1pack,"Dairy, Bread & Eggs"
272,"heritage|heritage total curd|1pack",heritage,heritage total curd,1pack,"Dairy, Bread & Eggs"
273,"country delight|country delight low fat dahi|1pack",country delight,country delight low fat dahi,1pack,"Dairy, Bread & Eggs"
274,"hatsun|hatsun curd|1pack",hatsun,hatsun curd,1pack,"Dairy, Bread & Eggs"
275,"milky mist|milky mist curd|1pack",milky mist,milky mist curd,1pack,"Dairy, Bread & Eggs"
276,"amul|amul masti curd|1pack",amul,amul masti curd,1pack,"Dairy, Bread & Eggs"
277,"akshayakalpa|akshayakalpa organic curd|1pack",akshayakalpa,akshayakalpa organic curd,1pack,"Dairy, Bread & Eggs"
278,"milky mist|milky mist curd tub|1pc",milky mist,milky mist curd tub,1pc,"Dairy, Bread & Eggs"
279,"hatsun|hatsun cup curd|1pc",hatsun,hatsun cup curd,1pc,"Dairy, Bread & Eggs"
280,"akshayakalpa|akshayakalpa organic probiotic curd|1pc",akshayakalpa,akshayakalpa organic probiotic curd,1pc,"Dairy, Bread & Eggs"
281,"heritage|heritage total curd tub|1pc",heritage,heritage total curd tub,1pc,"Dairy, Bread & Eggs"
282,"akshayakalpa|akshayakalpa artisanal organic curd|1pc",akshayakalpa,akshayakalpa artisanal organic curd,1pc,"Dairy, Bread & Eggs"
283,"akshayakalpa|akshayakalpa amrutha a2 organic curd|1pc",akshayakalpa,akshayakalpa amrutha a2 organic curd,1pc,"Dairy, Bread & Eggs"
284,"milky mist|milky mist plain curd cup|1pc",milky mist,milky mist plain curd cup,1pc,"Dairy, Bread & Eggs"
285,"sid's farm|sid s farm curd|1pack",sid's farm,sid s farm curd,1pack,"Dairy, Bread & Eggs"
286,"godrej jersey|godrej jersey curd|1pack",godrej jersey,godrej jersey curd,1pack,"Dairy, Bread & Eggs"
287,"amul|amul masti curd tub|1pc",amul,amul masti curd tub,1pc,"Dairy, Bread & Eggs"
288,"mother dairy|mother dairy mishti doi|1pc",mother dairy,mother dairy mishti doi,1pc,"Dairy, Bread & Eggs"
289,"amul|amul masti dahi cup|1pc",amul,amul masti dahi cup,1pc,"Dairy, Bread & Eggs"
290,"mother dairy|mother dairy classic dahi cup|1pc",mother dairy,mother dairy classic dahi cup,1pc,"Dairy, Bread & Eggs"
291,"hatsun|hatsun curd|1pc",hatsun,hatsun curd,1pc,"Dairy, Bread & Eggs"
292,"milky mist|milky mist probiotic curd cup|1pack",milky mist,milky mist probiotic curd cup,1pack,"Dairy, Bread & Eggs"
293,"prabhat|prabhat malai paneer|200g",prabhat,prabhat malai paneer,200g,
294,"chitale dairy|chitale fresh paneer|200g",chitale dairy,chitale fresh paneer,200g,
295,"milky mist|milky mist paneer|200g",milky mist,milky mist paneer,200g,
296,"id|id natural paneer|200g",id,id natural paneer,200g,
297,"nandini|nandini fresh paneer|1pack",nandini,nandini fresh paneer,1pack,"Dairy, Bread & Eggs"
298,"milky mist|milky mist paneer|1pack",milky mist,milky mist paneer,1pack,"Dairy, Bread & Eggs"
299,"country delight|country delight taaza paneer|1pack",country delight,country delight taaza paneer,1pack,"Dairy, Bread & Eggs"
300,"gowardhan|gowardhan fresh paneer block|1pack",gowardhan,gowardhan fresh paneer block,1pack,"Dairy, Bread & Eggs"
301,"amul|amul fresh malai paneer|1pack",amul,amul fresh malai paneer,1pack,"Dairy, Bread & Eggs"
302,"gowardhan|gowardhan paneer|1pack",gowardhan,gowardhan paneer,1pack,"Dairy, Bread & Eggs"
303,"heritage|heritage fresh paneer|1pack",heritage,heritage fresh paneer,1pack,"Dairy, Bread & Eggs"
304,"akshayakalpa|akshayakalpa organic malai paneer|1pack",akshayakalpa,akshayakalpa organic malai paneer,1pack,"Dairy, Bread & Eggs"
305,"milky mist|milky mist high protein paneer|1pack",milky mist,milky mist high protein paneer,1pack,"Dairy, Bread & Eggs"
306,"godrej jersey|godrej jersey fresh paneer|1pack",godrej jersey,godrej jersey fresh paneer,1pack,"Dairy, Bread & Eggs"
307,"akshayakalpa|akshayakalpa organic high protein paneer|1pack",akshayakalpa,akshayakalpa organic high protein paneer,1pack,"Dairy, Bread & Eggs"
308,"dairy tales|namdhari s dairy tales paneer|1pack",dairy tales,namdhari s dairy tales paneer,1pack,"Dairy, Bread & Eggs"
309,"bio nutrients pure diet|bio nutrients pure diet soy tofu paneer|1pack",bio nutrients pure diet,bio nutrients pure diet soy tofu paneer,1pack,"Dairy, Bread & Eggs"
310,"milky mist|milky mist briyas tofu paneer|1pack",milky mist,milky mist briyas tofu paneer,1pack,"Dairy, Bread & Eggs"
311,"soyarich|soyarich tofu premium|1pack",soyarich,soyarich tofu premium,1pack,"Dairy, Bread & Eggs"
312,"verka|paneer|200g",verka,paneer,200g,"Bakery, Cakes & Dairy"
313,"milky mist|paneer|500g",milky mist,paneer,500g,"Bakery, Cakes & Dairy"
314,"milky mist|paneer|200g",milky mist,paneer,200g,"Bakery, Cakes & Dairy"
315,"milky mist|paneer|1000g",milky mist,paneer,1000g,"Bakery, Cakes & Dairy"
316,"amul|fresh malai paneer|1000g",amul,fresh malai paneer,1000g,"Bakery, Cakes & Dairy"
317,"amul|fresh malai paneer|100g",amul,fresh malai paneer,100g,"Bakery, Cakes & Dairy"
318,"lotus dairy|soft paneer|200g",lotus dairy,soft paneer,200g,"Bakery, Cakes & Dairy"
319,"nandini|fresh paneer|200g",nandini,fresh paneer,200g,"Bakery, Cakes & Dairy"
320,"nandini|fresh paneer|1000g",nandini,fresh paneer,1000g,"Bakery, Cakes & Dairy"
321,"heritage|fresh paneer|200g",heritage,fresh paneer,200g,"Bakery, Cakes & Dairy"
322,"heritage|fresh paneer|500g",heritage,fresh paneer,500g,"Bakery, Cakes & Dairy"
323,"heritage|paneer|1000g",heritage,paneer,1000g,"Bakery, Cakes & Dairy"
324,"lotus dairy|malai paneer|200g",lotus dairy,malai paneer,200g,"Bakery, Cakes & Dairy"
325,"akshayakalpa|organic malai paneer|500g",akshayakalpa,organic malai paneer,500g,"Bakery, Cakes & Dairy"
326,"akshayakalpa|organic malai paneer|200g",akshayakalpa,organic malai paneer,200g,"Bakery, Cakes & Dairy"
327,"akshayakalpa|organic malai paneer|1000g",akshayakalpa,organic malai paneer,1000g,"Bakery, Cakes & Dairy"
328,"amul|malai paneer frozen|250g",amul,malai paneer frozen,250g,"Bakery, Cakes & Dairy"
329,"milky mist|high protein low fat paneer|200g",milky mist,high protein low fat paneer,200g,"Bakery, Cakes & Dairy"
330,"mother dairy|paneer|200g",mother dairy,paneer,200g,"Bakery, Cakes & Dairy"
331,"mother dairy|paneer|400g",mother dairy,paneer,400g,"Bakery, Cakes & Dairy"
332,"mother dairy|ultimate malai paneer fresh high protein|200g",mother dairy,ultimate malai paneer fresh high protein,200g,"Bakery, Cakes & Dairy"
333,"gowardhan|paneer classic block|500g",gowardhan,paneer classic block,500g,"Bakery, Cakes & Dairy"
334,"gowardhan|paneer classic block|200g",gowardhan,paneer classic block,200g,"Bakery, Cakes & Dairy"
335,"sids farm|malai paneer rich in protein calcium|200g",sids farm,malai paneer rich in protein calcium,200g,"Bakery, Cakes & Dairy"
336,"id fresho!|soft creamy paneer|200g",id fresho!,soft creamy paneer,200g,"Bakery, Cakes & Dairy"
337,"akshayakalpa organic|paneer high protein 56 g|200g",akshayakalpa organic,paneer high protein 56 g,200g,"Bakery, Cakes & Dairy"
338,"organic mandya|high protein paneer|200g",organic mandya,high protein paneer,200g,"Bakery, Cakes & Dairy"
339,"gowardhan|paneer cubes|200g",gowardhan,paneer cubes,200g,"Bakery, Cakes & Dairy"
340,"farm connect|organic high protein paneer|200g",farm connect,organic high protein paneer,200g,"Bakery, Cakes & Dairy"
341,"alepa farm|high protein paneer organic low fat|200g",alepa farm,high protein paneer organic low fat,200g,"Bakery, Cakes & Dairy"
342,"amul|malai paneer cubes|1000g",amul,malai paneer cubes,1000g,"Bakery, Cakes & Dairy"
343,"briyas|tofu|200g",briyas,tofu,200g,"Bakery, Cakes & Dairy"
344,"briyas|tofu paneer vegan contains soy|1000g",briyas,tofu paneer vegan contains soy,1000g,"Bakery, Cakes & Dairy"
345,"godrej jersey|paneer|500g",godrej jersey,paneer,500g,"Bakery, Cakes & Dairy"
346,"godrej jersey|paneer|200g",godrej jersey,paneer,200g,"Bakery, Cakes & Dairy"
347,"godrej jersey|soft paneer|200g",godrej jersey,soft paneer,200g,"Bakery, Cakes & Dairy"
348,"desi farms|low fat paneer|200g",desi farms,low fat paneer,200g,"Bakery, Cakes & Dairy"
349,"frubon|low fat paneer|200g",frubon,low fat paneer,200g,"Bakery, Cakes & Dairy"
350,"punjab sind|mawa|200g",punjab sind,mawa,200g,"Bakery, Cakes & Dairy"
351,"dream oven|low fat paneer|500g",dream oven,low fat paneer,500g,"Bakery, Cakes & Dairy"
352,"dream oven|low fat paneer|300g",dream oven,low fat paneer,300g,"Bakery, Cakes & Dairy"
353,"punjab sind|punjabi paneer|200g",punjab sind,punjabi paneer,200g,"Bakery, Cakes & Dairy"
354,"punjab sind|malai paneer premium|200g",punjab sind,malai paneer premium,200g,"Bakery, Cakes & Dairy"
355,"osam|low fat paneer rich in calcium protein soft creamy|500g",osam,low fat paneer rich in calcium protein soft creamy,500g,"Bakery, Cakes & Dairy"
356,"sabho|malai paneer fresh cottage cheese soft creamy|200g",sabho,malai paneer fresh cottage cheese soft creamy,200g,"Bakery, Cakes & Dairy"
357,"ching's secret|paneer chilli masala mix|20g",ching's secret,paneer chilli masala mix,20g,"Foodgrains, Oil & Masala"
358,"pure diet|soy paneer tofu rich in protein calcium|200g",pure diet,soy paneer tofu rich in protein calcium,200g,"Bakery, Cakes & Dairy"
359,"hatsun|soft fresh paneer|200g",hatsun,soft fresh paneer,200g,"Bakery, Cakes & Dairy"
360,"country delight|taaza paneer made lemon juice|180g",country delight,taaza paneer made lemon juice,180g,"Bakery, Cakes & Dairy"
361,"suhana|spice mix paneer butter|50g",suhana,spice mix paneer butter,50g,"Foodgrains, Oil & Masala"
362,"suhana|shahi paneer mix|50g",suhana,shahi paneer mix,50g,"Foodgrains, Oil & Masala"
363,"amul|malai paneer block|1000g",amul,malai paneer block,1000g,"Bakery, Cakes & Dairy"
364,"mtr|mix paneer butter masala|300g",mtr,mix paneer butter masala,300g,Snacks & Branded Foods
365,"organic mandya|malai paneer|200g",organic mandya,malai paneer,200g,"Bakery, Cakes & Dairy"
366,"smith & jones|mutter paneer masala mix|20g",smith & jones,mutter paneer masala mix,20g,"Foodgrains, Oil & Masala"
367,"gits|ready to eat palak paneer|285g",gits,ready to eat palak paneer,285g,Snacks & Branded Foods
368,"buttermilk|govind masala butter milk|1000ml",buttermilk,govind masala butter milk,1000ml,
369,"butterfly|butterfly amigo induction base pressure cooker|5000ml",butterfly,butterfly amigo induction base pressure cooker,5000ml,
370,"butterfly|butterfly stainless steel outer lid curve cooker|2000ml",butterfly,butterfly stainless steel outer lid curve cooker,2000ml,
371,"butterfly|butterfly hippo stainless steel gas stove 2 burners|1u",butterfly,butterfly hippo stainless steel gas stove 2 burners,1u,
372,"tosita|tosita makhaniya butter|200g",tosita,tosita makhaniya butter,200g,
373,"frubon|frubon white desi butter ghar ka swaad|100g",frubon,frubon white desi butter ghar ka swaad,100g,
374,"amul|amul salted butter|100g",amul,amul salted butter,100g,
375,"amul|amul salted butter 200 g|200g",amul,amul salted butter 200 g,200g,
376,"amul|amul salted butter chiplets|100g",amul,amul salted butter chiplets,100g,
377,"amul|amul garlic herbs butter|100g",amul,amul garlic herbs butter,100g,
378,"amul|amul unsalted butter|500g",amul,amul unsalted butter,500g,
379,"nutralite|nutralite doodhshakti probiotic butter|100g",nutralite,nutralite doodhshakti probiotic butter,100g,
380,"amul|amul white unsalted butter|100g",amul,amul white unsalted butter,100g,
381,"nutralite|nutralite doodhshakti probiotic butter tub|500g",nutralite,nutralite doodhshakti probiotic butter tub,500g,
382,"pintola|pintola unsweetened creamy almond butter|200g",pintola,pintola unsweetened creamy almond butter,200g,
383,"pintola|pintola all natural crunchy almond butter|200g",pintola,pintola all natural crunchy almond butter,200g,
384,"amul lite|amul lite milk fat spread|500g",amul lite,amul lite milk fat spread,500g,
385,"dairy craft|dairy craft unsalted butter|500g",dairy craft,dairy craft unsalted butter,500g,
386,"myfitness|myfitness high protein chocolate crunchy peanut butter spread|510g",myfitness,myfitness high protein chocolate crunchy peanut butter spread,510g,
387,"ritebite|ritebite peanut butter 4g protein bar|40g",ritebite,ritebite peanut butter 4g protein bar,40g,
388,"pintola|pintola all natural crunchy peanut butter unsweetened|350g",pintola,pintola all natural crunchy peanut butter unsweetened,350g,
389,"theobroma|theobroma butter vanilla pound cake|180g",theobroma,theobroma butter vanilla pound cake,180g,
390,"the whole truth|whole truth peanut butter protein bar|52g",the whole truth,whole truth peanut butter protein bar,52g,
391,"superyou|superyou choco peanut butter wafer protein bar|40g",superyou,superyou choco peanut butter wafer protein bar,40g,
392,"myfitness|myfitness high protein chocolate crunchy peanut butter spread 227 g|227g",myfitness,myfitness high protein chocolate crunchy peanut butter spread 227 g,227g,
393,"pintola|pintola high protein dark chocolate crunchy peanut butter|510g",pintola,pintola high protein dark chocolate crunchy peanut butter,510g,
394,"yoga bar|yoga bar choco peanut butter mini protein bar|20g",yoga bar,yoga bar choco peanut butter mini protein bar,20g,
395,"sundrop|sundrop crunchy peanut butter|462g",sundrop,sundrop crunchy peanut butter,462g,
396,"beastlife|beastlife nuttin chocolate crunchy peanut butter|350g",beastlife,beastlife nuttin chocolate crunchy peanut butter,350g,
397,"pintola|pintola dark chocolate crunchy peanut butter|350g",pintola,pintola dark chocolate crunchy peanut butter,350g,
398,"yoga bar|yoga bar 20 g protein bar choco peanut butter no added sugar|70g",yoga bar,yoga bar 20 g protein bar choco peanut butter no added sugar,70g,
399,"the baker's dozen|baker s dozen high protein peanut butter cookies|75g",the baker's dozen,baker s dozen high protein peanut butter cookies,75g,
400,"the whole truth|whole truth sweetened crunchy peanut spread dates|325g",the whole truth,whole truth sweetened crunchy peanut spread dates,325g,
401,"myfitness|myfitness high protein chocolate peanut butter smooth spread|510g",myfitness,myfitness high protein chocolate peanut butter smooth spread,510g,
402,"ritebite|ritebite max protein peanut butter 20 g protein bar|70g",ritebite,ritebite max protein peanut butter 20 g protein bar,70g,
403,"dr. oetker|dr oetker funfoods crunchy peanut butter|750g",dr. oetker,dr oetker funfoods crunchy peanut butter,750g,
404,"myfitness|myfitness chocolate peanut butter almond crunch|510g",myfitness,myfitness chocolate peanut butter almond crunch,510g,
405,"sundrop|sundrop peanut butter grape jelly|340g",sundrop,sundrop peanut butter grape jelly,340g,
406,"amul|amul creamy spread peanut butter|300g",amul,amul creamy spread peanut butter,300g,
407,"myfitness|myfitness original peanut butter smooth spread|510g",myfitness,myfitness original peanut butter smooth spread,510g,
408,"pro.fitness|pro fitness 11g protein bar choco peanut butter|34g",pro.fitness,pro fitness 11g protein bar choco peanut butter,34g,
409,"the baker's dozen|baker s dozen zero maida butter garlic toast whole wheat|90g",the baker's dozen,baker s dozen zero maida butter garlic toast whole wheat,90g,
410,"beastlife|beastlife nuttin crunchy peanut butter|350g",beastlife,beastlife nuttin crunchy peanut butter,350g,
411,"chase protein|chase protein rocky road peanut butter|400g",chase protein,chase protein rocky road peanut butter,400g,
412,"pro.fitness|pro fitness 20g protein bar choco peanut butter|60g",pro.fitness,pro fitness 20g protein bar choco peanut butter,60g,
413,"pintola|pintola all natural creamy peanut butter unsweetened|1000g",pintola,pintola all natural creamy peanut butter unsweetened,1000g,
414,"sundrop|sundrop creamy peanut butter|462g",sundrop,sundrop creamy peanut butter,462g,
415,"cream bell|cream bell butter scotch milkshake|180ml",cream bell,cream bell butter scotch milkshake,180ml,
416,"pintola|pintola dark chocolate creamy peanut butter|1000g",pintola,pintola dark chocolate creamy peanut butter,1000g,
417,"skippy|skippy creamy peanut butter|462g",skippy,skippy creamy peanut butter,462g,
418,"myfitness|myfitness zero added sugar crunchy peanut butter|510g",myfitness,myfitness zero added sugar crunchy peanut butter,510g,
419,"pintola|pintola dark chocolate creamy peanut butter high protein|510g",pintola,pintola dark chocolate creamy peanut butter high protein,510g,
420,"pintola|pintola high protein organic jaggery crunchy peanut butter|510g",pintola,pintola high protein organic jaggery crunchy peanut butter,510g,
421,"dr. oetker|dr oetker funfoods creamy peanut butter|750g",dr. oetker,dr oetker funfoods creamy peanut butter,750g,
422,"alpino|alpino crunchy peanut butter|400g",alpino,alpino crunchy peanut butter,400g,
423,"pintola|pintola classic creamy peanut butter|500g",pintola,pintola classic creamy peanut butter,500g,
424,"alpino|alpino chocolate smooth peanut butter|1000g",alpino,alpino chocolate smooth peanut butter,1000g,
425,"yoga bar|yoga bar 12 g protein bar choco peanut butter no added sugar|50g",yoga bar,yoga bar 12 g protein bar choco peanut butter no added sugar,50g,
426,"pure farms|pure farms all natural peanut butter|925g",pure farms,pure farms all natural peanut butter,925g,
427,"doctor's choice|doctor s choice high protein crunchy peanut butter|750g",doctor's choice,doctor s choice high protein crunchy peanut butter,750g,
428,"fitfeast|fitfeast cookie fudge crunchy peanut butter|400g",fitfeast,fitfeast cookie fudge crunchy peanut butter,400g,
429,"myfitness|myfitness junior chocolate peanut butter spread smooth|510g",myfitness,myfitness junior chocolate peanut butter spread smooth,510g,
430,"i'mwow|i mwow creamy peanut butter|1000g",i'mwow,i mwow creamy peanut butter,1000g,
431,"pure farms|pure farms jaggery peanut butter|925g",pure farms,pure farms jaggery peanut butter,925g,
432,"chase protein|chase salted caramel peanut butter|400g",chase protein,chase salted caramel peanut butter,400g,
433,"alpino|alpino natural crunch unsweetened peanut butter|1000g",alpino,alpino natural crunch unsweetened peanut butter,1000g,
434,"kissan|kissan crunchy peanut butter|350g",kissan,kissan crunchy peanut butter,350g,
435,"pure farms|pure farms dark chocolate high protein peanut butter|925g",pure farms,pure farms dark chocolate high protein peanut butter,925g,
436,"doctor's choice|doctor s choice dark chocolate creamy peanut butter|350g",doctor's choice,doctor s choice dark chocolate creamy peanut butter,350g,
